,index,Token,ShortName," ""Series""",CompanyName,ticksize," ""Lotsize"""," ""DateOfListing"""," ""DateOfDeListing"""," ""IssuePrice"""," ""FaceValue"""," ""ISINCode"""," ""52WeeksHigh"""," ""52WeeksLow"""," ""LifeTimeHigh"""," ""LifeTimeLow"""," ""HighDate"""," ""LowDate"""," ""Symbol"""," ""InstrumentType"""," ""PermittedToTrade"""," ""IssueCapital"""," ""WarningPercent"""," ""FreezePercent"""," ""CreditRating"""," ""IssueRate"""," ""IssueStartDate"""," ""InterestPaymentDate"""," ""IssueMaturityDate"""," ""BoardLotQty"""," ""Name"""," ""ListingDate"""," ""ExpulsionDate"""," ""ReAdmissionDate"""," ""RecordDate"""," ""ExpiryDate"""," ""NoDeliveryStartDate"""," ""NoDeliveryEndDate"""," ""MFill"""," ""AON"""," ""ParticipantInMarketIndex"""," ""BookClsStartDate"""," ""BookClsEndDate"""," ""EGM"""," ""AGM"""," ""Interest"""," ""Bonus"""," ""Rights"""," ""Dividends"""," ""LocalUpdateDateTime"""," ""DeleteFlag"""," ""Remarks"""," ""NormalMarketStatus"""," ""OddLotMarketStatus"""," ""SpotMarketStatus"""," ""AuctionMarketStatus"""," ""NormalMarketEligibility"""," ""OddLotlMarketEligibility"""," ""SpotMarketEligibility"""," ""AuctionlMarketEligibility"""," ""MarginPercentage"""," ""ExchangeCode"""
2363,2363,6518,SGBT56,GB,CENTRAL GOV SGB 02NV29 2.50,0.01,1,,,0,4761.0,IN0020210178,0.0,0.0,5000.0,4551.0,,,,0,0,0,5211.1,4263.64,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SGBNV29VII
2364,2364,6520,VIKRE1,BE,VIKAS LIFECARE RIGHTS ENTITLE,0.01,1,,,0,10.0,INE161L20027,1.8,0.65,1.5,0.4,,,,0,0,0,0.7,0.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,VLIFE-RE1
2365,2365,6524,SHAWAL,BE,SHAW WALLACE LTD,0.01,1,,,0,10.0,INE402A01010,0.0,0.0,180.0,19.0,,,,0,0,0,78.1,52.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHAWALLACE
2366,2366,6531,NATHIG,IV,NATIONAL HIGHWAYS INFRA TRUST,0.01,1,,,0,101.0,INE0H7R23014,0.0,0.0,120.0,101.25,,,,0,0,0,144.0,96.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NHIT
2367,2367,6532,KORFOD,BE,KORE FOODS LIMITED,0.01,1,,,0,10.0,INE601A01017,5.25,3.0,77.0,2.85,,,,0,0,0,4.1,2.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PHILCORP
2368,2368,6543,GRPLTD,EQ,GRP LIMITED,0.01,1,,,0,10.0,INE137I01015,1935.45,900.9,1935.45,462.5,,,,0,0,0,2137.1,1424.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GRPLTD
2369,2369,6545,FSNECO,EQ,FSN ECOMMERCE VENTURES NYKAA,0.01,1,,,0,1.0,INE388Y01029,2573.7,1207.5,2573.7,1207.5,,,,0,0,0,1674.95,1116.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NYKAA
2370,2370,6579,FINPA,EQ,FINO PAYMENTS BANK LIMITED,0.01,1,,,0,10.0,INE02NC01014,582.95,210.05,582.95,210.05,,,,0,0,0,306.45,204.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FINOPB
2371,2371,6592,NIDLAB,SM,NIDAN LABORATORIES AND HEALTH,0.01,1,,,0,10.0,INE0J6L01013,0.0,0.0,123.9,31.95,,,,0,0,0,35.8,29.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NIDAN
2372,2372,6596,SONSOF,EQ,SONATA SOFTWARE LIMITED,0.01,1,,,0,1.0,INE269A01021,1024.9,610.1,1024.9,5.75,,,,0,0,0,803.15,535.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SONATSOFTW
2373,2373,6600,GENPAP,EQ,GENUS PAPER & BOARDS LIMITED,0.01,1,,,0,1.0,INE949P01018,26.55,8.9,26.55,1.65,,,,0,0,0,18.2,16.5,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GENUSPAPER
2374,2374,6606,DSPEQU,EQ,DSP NIFTY 50 EQUAL WEIGHT ETF,0.01,1,,,0,10.0,INF740KA1QK2,209.85,158.9,209.85,158.9,,,,0,0,0,224.98,150.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DSPNEWETF
2375,2375,662,SIGSOL,SM,SIGMA SOLVE LIMITED,0.01,1,,,0,10.0,INE0A0S01010,0.0,0.0,745.75,33.8,,,,0,0,0,614.25,555.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SIGMA
2376,2376,6621,ABCBEA,BE,ABC BEARINGS LTD,0.01,1,,,0,10.0,INE779A01011,0.0,0.0,46.98,5.65,,,,0,0,0,9.2,6.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ANTFRIBEAR
2377,2377,6628,NXTRE1,BE,NXTDIGITAL LTD RIGHTS ENTITLEM,0.01,1,,,0,0.0,INE353A20015,112.25,31.9,112.25,31.9,,,,0,0,0,44.85,19.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NXTDIG-RE
2378,2378,6643,SJSENT,EQ,S.J.S. ENTERPRISES LIMITED,0.01,1,,,0,10.0,INE284S01014,551.0,339.5,551.0,339.5,,,,0,0,0,533.3,355.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SJS
2379,2379,6656,PBFINT,EQ,PB FINTECH LTD POLICYBZR,0.01,1,,,0,2.0,INE417T01026,1470.0,521.2,1470.0,521.2,,,,0,0,0,632.85,421.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,POLICYBZR
2380,2380,666,INNTHI,SM,INNOVANA THINKLABS LIMITED,0.01,1,,,0,10.0,INE403Y01018,0.0,0.0,478.0,30.0,,,,0,0,0,325.75,294.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,INNOVANA
2381,2381,6663,SIGIN,EQ,SIGACHI INDUSTRIES LIMITED,0.01,1,,,0,10.0,INE0D0K01014,634.0,233.25,634.0,233.25,,,,0,0,0,309.1,206.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SIGACHI
2382,2382,667,CHETEX,EQ,CHESLIND TEXTILE LTD,0.01,1,,,0,10.0,INE217C01018,12.9,6.95,36.9,0.1,,,,0,0,0,13.25,8.85,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CHESLINTEX
2383,2383,6670,INFAR,EQ,ORGANON INDIA,0.01,1,,,0,10.0,INE568A01018,292.0,244.15,814.0,142.0,,,,0,0,0,314.1,209.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,INFARINDIA
2384,2384,6673,FOOINN,EQ,FOODS & INNS LTD,0.01,1,,,0,1.0,INE976E01023,125.0,56.3,125.0,56.3,,,,0,0,0,76.65,51.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FOODSIN
2385,2385,6676,PENCOM,EQ,PENTASOFT TECHNOLOGIES,0.01,1,,,0,10.0,INE408A01017,3.95,1.0,982.5,1.0,,,,0,0,0,1.2,0.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PENTACOMMU
2386,2386,6686,DRSDIL,SM,DRS DILIP ROADLINES LIMITED,0.01,1,,,0,10.0,INE02CV01017,0.0,0.0,0.0,0.0,,,,0,0,0,89.0,59.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DRSDILIP
2387,2387,6694,SUNEC,EQ,SUN EARTH CERAMICS LTD,0.01,1,,,0,10.0,INE744A01015,0.0,0.0,140.0,1.5,,,,0,0,0,2.25,1.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SUNEARTH
2388,2388,6697,UGRND2,N1,UGRO CAPITAL 10.03 NCD 16FB24,0.01,1,,,0,1000.0,INE583D07174,0.0,0.0,1100.0,840.0,,,,0,0,0,1200.0,800.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,UGROCAP
2389,2389,6705,ONE97,EQ,ONE 97 COMMUNICATIONS PAYTM,0.01,1,,,0,1.0,INE982J01020,1955.0,510.05,1955.0,510.05,,,,0,0,0,884.85,589.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PAYTM
2390,2390,6711,ILFVEN,EQ,IL & FS INVESTMENT MANAGERS LT,0.01,1,,,0,2.0,INE050B01023,11.25,5.5,39.72,0.23,,,,0,0,0,7.3,4.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,IVC
2391,2391,6713,MOLPAC,EQ,MOLD-TEK PACKAGING LIMITED,0.01,1,,,0,5.0,INE893J01029,861.7,445.4,861.7,83.21,,,,0,0,0,891.65,594.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MOLDTKPAC
2392,2392,6718,SAPFOO,EQ,SAPPHIRE FOODS INDIA LIMITED,0.01,1,,,0,10.0,INE806T01012,1540.0,909.0,1540.0,909.0,,,,0,0,0,1341.65,894.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SAPPHIRE
2393,2393,6733,JINSP,EQ,JINDAL STEEL & POWER LIMITED,0.01,1,,,0,1.0,INE749A01030,577.8,304.2,796.1,1.88,,,,0,0,0,387.9,317.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JINDALSTEL
2394,2394,6756,KLGSYS,BE,KLG SYSTEL LIMITED,0.01,1,,,0,10.0,INE799A01019,23.5,4.0,1022.0,4.0,,,,0,0,0,4.3,3.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,KLGSYSTEL
2395,2395,676,EXIIND,EQ,EXIDE INDUSTRIES LTD,0.01,1,,,0,1.0,INE302A01020,204.9,130.25,304.7,3.69,,,,0,0,0,165.7,135.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,EXIDEIND
2396,2396,6768,SEARLE,BE,BRABOURNE ENTERPRISES LIMITED,0.01,1,,,0,10.0,INE629A01018,14.55,4.0,242.0,4.0,,,,0,0,0,10.55,9.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BRABOURNE
2397,2397,677,RUSPP1,E1,RUSHIL DECOR LTD EQ PP RS. 2.5,0.01,1,,,0,10.0,IN9573K01023,0.0,0.0,51.0,31.1,,,,0,0,0,42.5,28.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,RUSHILPP
2398,2398,6782,INDNAT,EQ,INDO NATIONAL LIMITED,0.01,1,,,0,5.0,INE567A01028,641.2,288.15,724.75,55.55,,,,0,0,0,432.1,288.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NIPPOBATRY
2399,2399,6783,BHGRE1,BE,BHARAT GEARS RIGHTS ENTITLEME,0.01,1,,,0,10.0,INE561C20019,192.1,23.4,192.1,23.4,,,,0,0,0,144.55,61.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BGEAR-RE
2400,2400,6792,SBCEXP,EQ,SBC EXPORT LTD,0.01,1,,,0,1.0,INE04AK01028,10.43,3.25,10.43,3.25,,,,0,0,0,6.6,5.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SBC
2401,2401,6793,CRECOM,BE,CREST ANIMATION STUDIOS LTD,0.01,1,,,0,10.0,INE774A01012,6.1,2.3,1386.5,2.3,,,,0,0,0,1.95,1.85,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CRESTANI
2402,2402,6803,STECAS,EQ,STEELCAST LTD,0.01,1,,,0,5.0,INE124E01020,392.1,238.0,431.5,238.0,,,,0,0,0,496.35,330.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,STEELCAS
2403,2403,6806,KGKHOS,BE,KIRLOSKAR PNEUMATIC COLTD,0.01,1,,,0,2.0,INE811A01020,0.0,0.0,24.0,4.5,,,,0,0,0,8.4,5.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,KGKHOSLA
2404,2404,6818,LATVIE,EQ,LATENT VIEW ANALYTICS LIMITED,0.01,1,,,0,1.0,INE0I7C01011,754.9,305.25,754.9,305.25,,,,0,0,0,436.85,291.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,LATENTVIEW
2405,2405,6825,INHRE1,BE,INDIAN HOTELS CO RIGHTS ENT,0.01,1,,,0,1.0,INE053A20011,66.0,21.5,66.0,21.5,,,,0,0,0,47.35,20.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,IHCL-RE
2406,2406,6835,795H32,GS,GSEC 7.95% 28AG32,0.01,1,,,0,100.0,IN0020020106,0.0,0.0,120.0,96.0,,,,0,0,0,112.79,102.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,795GS2032
2407,2407,6836,FOCLIG,EQ,FOCUS LIGHTING FIXTURES LTD,0.01,1,,,0,10.0,INE593W01010,129.95,41.4,129.95,15.5,,,,0,0,0,119.8,108.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FOCUS
2408,2408,6838,ATCIND,BE,ATCOM TECHNOLOGIES LIMITED,0.01,1,,,0,10.0,INE834A01014,15.85,6.6,808.95,5.55,,,,0,0,0,8.45,5.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ATCOM
2409,2409,6843,SARME,EQ,SARTHAK METALS LTD,0.01,1,,,0,10.0,INE017W01010,144.0,81.5,144.0,81.5,,,,0,0,0,126.6,84.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SMLT
2410,2410,6848,GREEIN,EQ,GREENLAM INDUSTRIES LIMITED,0.01,1,,,0,1.0,INE544R01021,418.3,250.0,418.3,59.8,,,,0,0,0,436.55,291.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GREENLAM
2411,2411,685,CHOINV,EQ,CHOLAMANDALAM INVESTMENT AND F,0.01,1,,,0,2.0,INE121A01024,768.0,469.25,768.0,4.2,,,,0,0,0,752.25,615.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CHOLAFIN
2412,2412,6858,DHRCON,EQ,DHRUV CONSULTANCY SERVICES LTD,0.01,1,,,0,10.0,INE506Z01015,84.35,38.55,84.35,38.55,,,,0,0,0,59.45,39.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DHRUV
2413,2413,686,BODTRE,SM,BODHI TREE MULTIMEDIA LIMITED,0.01,1,,,0,10.0,INE0EEJ01015,0.0,0.0,137.0,82.03,,,,0,0,0,121.35,109.85,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BTML
2414,2414,6863,BAJHEA,EQ,BAJAJ HEALTHCARE LIMITED,0.01,1,,,0,5.0,INE411U01027,496.3,257.45,496.3,257.45,,,,0,0,0,426.8,284.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BAJAJHCARE
2415,2415,6874,740I35,GS,GSEC 7.40% 09SP35,0.01,1,,,0,100.0,IN0020050012,0.0,0.0,114.43,80.0,,,,0,0,0,103.42,93.58,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,74GS2035
2416,2416,6884,824B27,GS,GSEC 8.24% 15FB27,0.01,1,,,0,100.0,IN0020060078,0.0,0.0,114.5,98.07,,,,0,0,0,109.35,98.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,824GS2027
2417,2417,6908,VISCHE,EQ,VISHNU CHEMICALS LIMITED,0.01,1,,,0,10.0,INE270I01014,1799.0,562.05,1799.0,60.8,,,,0,0,0,1542.7,1395.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,VISHNU
2418,2418,6918,TITIN,BE,TITAGARH STEELS LIMITED,0.01,1,,,0,10.0,INE824A01023,0.0,0.0,63.5,2.35,,,,0,0,0,5.7,3.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TITAGRSTEL
2419,2419,6934,MODRUB,BE,MODI RUBBER LTD,0.01,1,,,0,10.0,INE832A01018,116.7,51.55,216.05,19.7,,,,0,0,0,61.35,55.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MODIRUBBER
2420,2420,694,CIPLA,EQ,CIPLA LIMITED,0.01,1,,,0,2.0,INE059A01026,1083.0,850.0,1083.0,5.97,,,,0,0,0,1056.7,864.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CIPLA
2421,2421,6943,TARPR,EQ,TARSONS PRODUCTS LTD,0.01,1,,,0,2.0,INE144Z01023,924.9,538.7,924.9,538.7,,,,0,0,0,1029.35,686.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TARSONS
2422,2422,6944,GANECO,EQ,GANESHA ECOSPHERE   LIMITED,0.01,1,,,0,10.0,INE845D01014,788.4,454.95,788.4,106.65,,,,0,0,0,720.6,480.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GANECOS
2423,2423,6951,LINPEN,EQ,LINC LIMITED,0.01,1,,,0,10.0,INE802B01019,339.45,178.95,532.5,103.0,,,,0,0,0,303.95,202.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,LINC
2424,2424,6961,MENBEA,EQ,MENON BEARINGS LTD,0.01,1,,,0,1.0,INE071D01033,112.95,65.65,126.5,20.59,,,,0,0,0,101.15,67.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MENONBE
2425,2425,6964,GOFASH,EQ,GO FASHION INDIA GO COLORS,0.01,1,,,0,10.0,INE0BJS01011,1339.9,847.3,1339.9,847.3,,,,0,0,0,1195.4,797.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GOCOLORS
2426,2426,6969,NETINF,BE,NETVISTA INFORMATION TECH LTD,0.01,1,,,0,10.0,INE738A01017,0.0,0.0,164.7,0.5,,,,0,0,0,107.55,71.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NETVISTAIT
2427,2427,697,CITSEC,EQ,E SERVE INTERNATIONAL,0.01,1,,,0,10.0,INE784A01011,975.0,580.0,975.0,7.25,,,,0,0,0,1052.9,861.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,E-SERVEINT
2428,2428,6994,KPITEC,EQ,BIRLASOFT LIMITED,0.01,1,,,0,2.0,INE836A01035,585.85,306.8,314.5,0.7,,,,0,0,0,360.55,295.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BSOFT
2429,2429,7,AARIND,EQ,AARTI INDUSTRIES LTD,0.01,1,,,0,5.0,INE769A01020,1168.0,668.85,1168.0,0.68,,,,0,0,0,809.1,662.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,AARTIIND
2430,2430,7003,MTZIND,BE,MTZ (INDIA) LTD,0.01,1,,,0,10.0,INE865A01018,0.0,0.0,40.0,1.45,,,,0,0,0,2.5,1.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,METAZINC
2431,2431,7004,VIERE1,BE,VIKAS ECOTECH RIGHTS ENTITLEME,0.01,1,,,0,10.0,INE806A20020,0.5,0.25,0.5,0.25,,,,0,0,0,0.4,0.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,VECO-RE1
2432,2432,7007,POLCON,EQ,POLARIS CONSULTING & SERVICES,0.01,1,,,0,5.0,INE763A01023,479.95,210.35,1075.67,25.2,,,,0,0,0,569.5,379.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,POLARIS
2433,2433,701,HEMPRO,EQ,HEMISPHERE PROPERTIES IND LTD,0.01,1,,,0,10.0,INE0AJG01018,165.9,95.0,201.8,54.4,,,,0,0,0,126.65,84.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HEMIPROP
2434,2434,7012,PATPP1,E1,PATEL INTEGRATED LOG PP RS 2.5,0.01,1,,,0,10.0,IN9529D01012,0.0,0.0,7.75,3.25,,,,0,0,0,5.15,3.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PATINTPP
2435,2435,7016,SHIRAS,EQ,SHIVALIK RASAYAN LIMITED,0.01,1,,,0,5.0,INE788J01021,1195.0,664.35,1195.0,664.35,,,,0,0,0,903.7,602.5,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHIVALIK
2436,2436,703,DICIND,EQ,DIC INDIA LIMITED,0.01,1,,,0,10.0,INE303A01010,549.9,321.15,750.0,92.15,,,,0,0,0,443.4,295.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DICIND
2437,2437,7030,ASIOIL,EQ,ASIAN ENERGY SERVICES LTD,0.01,1,,,0,10.0,INE276G01015,173.0,79.0,173.0,79.0,,,,0,0,0,109.6,73.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ASIANENE
2438,2438,7048,HESPHA,EQ,HESTER BIOSCIENCES LTD,0.01,1,,,0,10.0,INE782E01017,2949.6,1989.3,3134.0,363.0,,,,0,0,0,2662.6,1775.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HESTERBIO
2439,2439,7053,ACCKAL,EQ,ACCELYA SOLUTIONS INDIA LTD,0.01,1,,,0,10.0,INE793A01012,1539.7,831.5,1890.0,16.35,,,,0,0,0,1087.55,725.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ACCELYA
2440,2440,706,MADCOA,EQ,MADURA COATS LTD.,0.01,1,,,0,10.0,INE122A01014,41.0,23.3,270.0,11.0,,,,0,0,0,47.9,32.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MADURACOAT
2441,2441,7074,MIRTEC,EQ,MIRAE ASSET HANG SENG TECH ETF,0.01,1,,,0,10.0,INF769K01HS7,23.0,11.44,23.0,11.44,,,,0,0,0,18.62,12.42,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MAHKTECH
2442,2442,708,SHRAIN,EQ,SHRADHA INFRAPROJECTS LIMITED,0.01,1,,,0,10.0,INE715Y01015,80.0,38.3,80.0,20.24,,,,0,0,0,57.95,38.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHRADHA
2443,2443,7083,STAHEA,EQ,STAR HEALTH ALLIED INS CO LTD,0.01,1,,,0,10.0,INE575P01011,940.0,469.05,940.0,469.05,,,,0,0,0,810.5,540.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,STARHEALTH
2444,2444,709,COCREF,EQ,KOCHI  REFINERIES LTD,0.01,1,,,0,10.0,INE123A01012,197.0,116.05,249.0,11.0,,,,0,0,0,37.25,24.85,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,COCHINREFN
2445,2445,7094,SEZGLA,BE,SEJAL GLASS LIMITED,0.01,1,,,0,10.0,INE955I01044,515.7,13.0,515.7,1.5,,,,0,0,0,236.25,213.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SEJALLTD
2446,2446,7098,SGBT57,GB,CENTRAL GOV SGB 07DC29 2.50,0.01,1,,,0,4791.0,IN0020210228,0.0,0.0,4910.0,4258.25,,,,0,0,0,5217.66,4269.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SGBD29VIII
2447,2447,7100,VIKPP1,E1,VIKAS LIFECARE LTD PP RS 0.40,0.01,1,,,0,1.0,IN9161L01017,0.0,0.0,1.85,1.2,,,,0,0,0,1.9,1.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,VLIFEPP
2448,2448,7105,TEGIND,EQ,TEGA INDUSTRIES LIMITED,0.01,1,,,0,10.0,INE011K01018,767.7,397.0,767.7,397.0,,,,0,0,0,529.2,433.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TEGA
2449,2449,7106,824K33,GS,GSEC 8.24% 10NV33,0.01,1,,,0,100.0,IN0020140052,0.0,0.0,116.5,101.0,,,,0,0,0,118.65,107.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,824GS2033
2450,2450,7109,JULMOT,EQ,JULLUNDUR MOTOR AGENCY DELHI,0.01,1,,,0,2.0,INE412C01023,93.8,55.15,93.8,14.5,,,,0,0,0,81.9,54.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JMA
2451,2451,7115,817L44,GS,GSEC 8.17% 01DC44,0.01,1,,,0,100.0,IN0020140078,0.0,0.0,125.0,95.5,,,,0,0,0,119.71,108.31,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,817GS2044
2452,2452,7131,INDDYE,BE,NAVINON LIMITED,0.01,1,,,0,10.0,INE888A01010,13.9,2.65,73.0,2.65,,,,0,0,0,5.8,3.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,INDYESTUF
2453,2453,7136,772J55,GS,GSEC 7.72% 26OT55,0.01,1,,,0,100.0,IN0020150077,0.0,0.0,120.0,92.55,,,,0,0,0,111.3,100.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,772GS2055
2454,2454,7138,ZODENE,BE,ZODIAC ENERGY LIMITED,0.01,1,,,0,10.0,INE761Y01019,174.8,16.35,174.8,5.63,,,,0,0,0,132.55,119.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ZODIAC
2455,2455,7139,759A26,GS,GSEC 7.59% 11JN26,0.01,1,,,0,100.0,IN0020150093,0.0,0.0,114.0,96.0,,,,0,0,0,107.13,96.93,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,759GS2026
